order,family,genus,species,genus.species,original.species.name,name.changed...1.yes..0..no.,tsn,rank,year,super.family,town,NZ.region,nz.area.code,origin,ecozone,current.distribution.cosmopolitan.,phagy,phagy.main,feeding.type,feeding.main,size.mm.,comment,eradicated,Intentional_Release,source,vagrant
Coleoptera,Eucnemidae,Dromaeolus,australasiae,Dromaeolus australasiae,Dromaeolus australasiae,0,NA,Species,NA,Elateroidea,NA,NA,NA,Australia,Australasia,No,NA,NA,predator,Predator,7,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Carabidae,Dromius,meridionalis,Dromius meridionalis,Dromius meridionalis,0,NA,Species,1975,NA,Wellington,Wellington,WN,Europe,Palearctic,No,oligophagous,Oligophagous,predator,Predator,6,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Drosophilidae,Drosophila,busckii,Drosophila busckii,Drosophila busckii,0,146230,Species,1931,Drosophiloidea,Palmerston North,Manawatu-Wanganui,WI,N. America,Nearctic,Yes,polyphagous,Polyphagous,saprophagous,Saprophagous,2.2,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Drosophilidae,Drosophila,funebris,Drosophila funebris,Drosophila funebris,0,146257,Species,1921,Schizophora,Auckland,Auckland,AK,NA,Cosmopolitan,Yes,polyphagous,Polyphagous,saprophagous,Saprophagous,3,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Drosophilidae,Drosophila,hydei,Drosophila hydei,Drosophila hydei,0,146264,Species,1943,Drosophiloidea,Cawthorn,Nelson- Tasman,NN,NA,Cosmopolitan,Yes,polyphagous,Polyphagous,saprophagous,Saprophagous,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Drosophilidae,Drosophila,immigrans,Drosophila immigrans,Drosophila immigrans,0,146266,Species,1931,Schizophora,Palmerston North,Manawatu-Wanganui,WI,SE. Asia,Oriental,Yes,polyphagous,Polyphagous,saprophagous,Saprophagous,3,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Drosophilidae,Drosophila,melanogaster,Drosophila melanogaster,Drosophila melanogaster,0,146290,Species,1943,Drosophiloidea,Auckland,Auckland,AK,NA,Cosmopolitan,Yes,polyphagous,Polyphagous,saprophagous,Saprophagous,2,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Drosophilidae,Drosophila,pseudoobscura,Drosophila pseudoobscura,Drosophila pseudoobscura,0,146332,Species,NA,Schizophora,NA,NA,NA,N. America,Nearctic,No,polyphagous,Polyphagous,saprophagous,Saprophagous,2,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Drosophilidae,Drosophila,repleta,Drosophila repleta,Drosophila repleta,0,146338,Species,1943,Schizophora,Cawthorn,Nelson- Tasman,NN,NA,Cosmopolitan,Yes,polyphagous,Polyphagous,saprophagous,Saprophagous,3,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Drosophilidae,Drosophila,similans,Drosophila similans,Drosophila similans,0,NA,Species,1940,Drosophiloidea,Owairaka,Auckland,AK,Africa,Afrotropic,Yes,polyphagous,Polyphagous,saprophagous,Saprophagous,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Dryinidae,Dryinus,koebelei,Dryinus koebelei,Dryinus koebelei,0,NA,Species,2004,NA,Auckland,Auckland,AK,Australia,Australasia,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Blattodea,Blattidae,Drymaplaneta,heydeniana,Drymaplaneta heydeniana,Drymaplaneta heydeniana,0,NA,Species,1972,NA,Auckland,Auckland,AK,Australia,Australasia,No,polyphagous,Polyphagous,saprophagous,Saprophagous,25,NA,NA,NA,"Edney-Browne, 2018",NA
Blattodea,Blattidae,Drymaplaneta,semivitta,Drymaplaneta semivitta,Drymaplaneta semivitta,0,NA,Species,1950,NA,Gisborne,Hawke's Bay,HB,Australia,Australasia,No,polyphagous,Polyphagous,saprophagous,Saprophagous,32,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aleyrodidae,Dumbletoniella,eucalypti,Dumbletoniella eucalypti,Dumbletoniella eucalypti,0,NA,Species,1950,Aleyrodoidea,Blenheim,Marlborough,MB,Australia,Australasia,No,g-oligophagous,Oligophagous,herbivore,Herbivore,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Dysaphis,apiifolia,Dysaphis apiifolia,Dysaphis apiifolia,0,200607,Species,1968,Aphidoidea,Auckland,Auckland,AK,NA,Palearctic,Yes,g-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Dysaphis,aucupariae,Dysaphis aucupariae,Dysaphis aucupariae,0,NA,Species,1981,Aphidoidea,Lincoln,Canterbury,MC,NA,NA,NA,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Dysaphis,foeniculus,Dysaphis foeniculus,Dysaphis foeniculus,0,NA,Species,1922,Aphidoidea,Wellington,Wellington,WN,NA,Cosmopolitan,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Dysaphis,tulipae,Dysaphis tulipae,Dysaphis tulipae,0,200608,Species,1923,Aphidoidea,Wellington,Wellington,WN,NA,NA,NA,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Histeridae,Eblisia,bakewelli,Eblisia bakewelli,Eblisia bakewelli,0,NA,Species,1870,Hydrophiloidea,Auckland,Auckland,AK,Australia,Australasia,No,NA,NA,predator,Predator,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Edaphus,beszedesi,Edaphus beszedesi,Edaphus beszedesi,0,NA,Species,1981,Staphylinoidea,Auckland,Auckland,AK,C,Cosmopolitan,Yes,NA,NA,NA,NA,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Cicadellidae,Edwardsiana,froggatti,Edwardsiana froggatti,Edwardsiana froggatti,0,NA,Species,1921,Membracoidea,Auckland/Nelson,NA,AK/NN,Europe,Palearctic,Yes,g-oligophagous,Oligophagous,herbivore,Herbivore,3.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Cicadellidae,Edwardsiana,NA,Edwardsiana geometrica,NA,NA,NA,Species,2017,NA,NA,Auckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,MPI report,NA,NA,"Surveillance Magazine, 2018",NA
Hemiptera,Cicadellidae,Edwardsiana,lethierryi,Edwardsiana lethierryi,Edwardsiana lethierryi,0,NA,Species,1957,Membracoidea,Ricarton,Canterbury,MC,N. America & Europe,Holarctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Elatobium,abietinum,Elatobium abietinum,Elatobium abietinum,0,NA,Species,1921,Aphidoidea,New Plymouth,Taranaki,TK,NA,NA,NA,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Ephydridae,Eleleides,chloris,Eleleides chloris,Eleleides chloris,0,NA,Species,1934,Schizophora,Taupo,Waikato,TO,Australia,Australasia,No,NA,NA,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Reduviidae,Emesopsis,NA,Emesopsis infenestra,NA,NA,NA,Species,2013,NA,NA,Auckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thorpe, 2013",NA
Coleoptera,Curculionidae,Emplesis,bifoveata,Emplesis bifoveata,Emplesis bifoveata,0,NA,Species,1998,Curculionoidea,Auckland,Auckland,AK,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Thysanoptera,Phlaeothripidae,Emprosthiothrips,bogong,Emprosthiothrips bogong,Emprosthiothrips bogong,0,NA,Species,NA,NA,NA,NA,NA,Australia,Australasia,No,NA,NA,mycophagous,Mycophagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Encarsia,citrina,Encarsia citrina,Encarsia citrina,0,NA,Species,1923,NA,Nelson,Nelson- Tasman,NN,C,Cosmopolitan,Yes,o-oligophagous,Oligophagous,parasitoid,Parasitoid,0.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Encarsia,inaron,Encarsia inaron,Encarsia inaron,0,NA,Species,1997,NA,Auckland,Auckland,AK,C,Cosmopolitan,Yes,NA,NA,parasitoid,Parasitoid,0.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Encarsia,koebelei,Encarsia koebelei,Encarsia koebelei,0,NA,Species,1989,NA,NA,NA,NA,Hawaii,Nearctic,No,monophagous,Monophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Encarsia,pergandiella,Encarsia pergandiella,Encarsia pergandiella,0,NA,Species,1975,NA,NA,NA,NA,C,Cosmopolitan,Yes,g-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Aphelinidae,Encarsia,perniciosi,Encarsia perniciosi,Encarsia perniciosi,0,NA,Species,1959,NA,NA,NA,NA,C,Cosmopolitan,Yes,monophagous,Monophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Encyrtidae,Encyrtus,aurantii,Encyrtus aurantii,Encyrtus aurantii,0,NA,Species,1962,NA,Auckland,Auckland,AK,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Encyrtidae,Encyrtus,infelix,Encyrtus infelix,Encyrtus infelix,0,NA,Species,1928,NA,Christchurch,Canterbury,MC,Africa,Afrotropic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,2,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Oecophoridae,Endrosis,sarcitrella,Endrosis sarcitrella,Endrosis sarcitrella,0,NA,Species,1800,NA,NA,NA,NA,Europe,Palearctic,No,Detritus/ S,Polyphagous,herbivore,Herbivore,20,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Miridae,Engytatus,nicotianae,Engytatus nicotianae,Engytatus nicotianae,0,NA,Species,1927,Cimicomorpha,Nelson,Nelson- Tasman,NN,"Australia, Micro & Macronesia",Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Eulophidae,Entedon,methion,Entedon methion,Entedon methion,0,NA,Species,1946,NA,NA,NA,NA,N. America & Europe,Holarctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,3,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Phoridae,Epacteon,NA,Epacteon latifrons,NA,NA,NA,Species,2006,NA,NA,"North Island, WO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brown, 2014",NA
Lepidoptera,Pyralidae,Ephestia,elutella,Ephestia elutella,Ephestia elutella,0,NA,Species,1916,NA,Rotorua,Waikato,TO,C/Europe?,Cosmopolitan,Yes,polyphagous S,Polyphagous,stored products,Stored Products,17,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Pyralidae,Ephestia,kuehniella,Ephestia kuehniella,Ephestia kuehniella,0,NA,Species,1915,Pyraloidea,Otago,Otago,CO,Europe,Palearctic,Yes,polyphagous S,Polyphagous,herbivore,Herbivore,18,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Pyralidae,Ephestiopsis,oenobarella,Ephestiopsis oenobarella,Ephestiopsis oenobarella,0,NA,Species,NA,NA,NA,NA,NA,Australia,Australasia,No,NA,NA,herbivore,Herbivore,20,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Cryptophagidae,Ephistemus,globulus,Ephistemus globulus,Ephistemus globulus,0,NA,Species,1924,Cucujoidea,Okauia,Waikato,WO,Europe,Palearctic,Yes,NA,NA,herbivore,Herbivore,1.2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Mutillidae,Ephutomorpha,bivulnerata,Ephutomorpha bivulnerata,Ephutomorpha bivulnerata,0,NA,Species,1963,NA,Auckland,Auckland,AK,Australia,Australasia,No,o-oligophagous,Oligophagous,parasitoid,Parasitoid,14,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Encyrtidae,Epiblatticida,minutissimus,Epiblatticida minutissimus,Epiblatticida minutissimus,0,NA,Species,1980,NA,Auckland,Auckland,AK,Australia,Australasia,No,o-oligophagous,Oligophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Tortricidae,Epiphyas,postvittana,Epiphyas postvittana,Epiphyas postvittana,0,NA,Species,1890,Tortricoidea,Wellington,Wellington,WN,Australia,Australasia,No,polyphagous,Polyphagous,herbivore,Herbivore,10,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Scarabaeidae,Epirinus,NA,Epirinus aeneus,NA,NA,NA,Species,1973,NA,NA,South Island (MC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emberson, 1973",NA
Hymenoptera,Encyrtidae,Epitetracnemus,intersectus,Epitetracnemus intersectus,Epitetracnemus intersectus,0,NA,Species,1960,NA,Blenheim,Marlborough,MB,N. America & Europe,Holarctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Cerambycidae,Epithora,dorsalis,Epithora dorsalis,Epithora dorsalis,0,NA,Species,2009,Chrysomeloidea,South Canterbury,Canterbury,SC,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,20,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Eulophidae,Epomphale,menes,Epomphale menes,Epomphale menes,0,NA,Species,1967,NA,NA,NA,NA,C,Cosmopolitan,Yes,o-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Nitidulidae,Epuraea,imperialis,Epuraea imperialis,Epuraea imperialis,0,NA,Species,1870,Cucujoidea,Whangerai,Northland,ND,Australia,Australasia,No,NA,NA,herbivore,Herbivore,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Nitidulidae,Epuraea,NA,Epuraea scutellaris,NA,NA,NA,Species,1880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Broun, 1880",NA
Lepidoptera,Tineidae,Erechthias,NA,Erechthias capnitis,NA,NA,NA,Species,1977,NA,NA,Auckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoare, 2018",NA
Hymenoptera,Aphelinidae,Eretmocerus,warrae,Eretmocerus warrae,Eretmocerus warrae,0,NA,Species,1997,NA,Auckland,Auckland,AK,Australia,Australasia,No,g-oligophagous,Oligophagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Eriococcidae,Eriococcus,araucariae,Eriococcus araucariae,Eriococcus araucariae,0,NA,Species,1877,Coccoidea,NA,NA,NA,Australia,Australasia,Yes,g-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Eriococcidae,Eriococcus,campbelli,Eriococcus campbelli,Eriococcus campbelli,0,NA,Species,1982,Coccoidea,Mangakino,Waikato,TO,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Eriococcidae,Eriococcus,coccineus,Eriococcus coccineus,Eriococcus coccineus,0,200984,Species,1933,Coccoidea,Nelson,Nelson- Tasman,NN,S. America,Neotropic,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Eriococcidae,Eriococcus,coriaceus,Eriococcus coriaceus,Eriococcus coriaceus,0,NA,Species,1900,Coccoidea,South Canterbury,Canterbury,SC,Australia,Australasia,No,g-oligophagous,Oligophagous,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Eriococcidae,Eriococcus,orariensis,Eriococcus orariensis,Eriococcus orariensis,0,NA,Species,1937,Coccoidea,Canterbury,Canterbury,MC,Australia,Australasia,No,g-oligophagous,Oligophagous,herbivore,Herbivore,1.25,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Eriosoma,lanigerum,Eriosoma lanigerum,Eriosoma lanigerum,0,NA,Species,1929,Aphidoidea,Wellington,Wellington,WN,NA,NA,NA,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Eriosoma,pyricola,Eriosoma pyricola,Eriosoma pyricola,0,NA,Species,1929,Aphidoidea,Nelson,Nelson- Tasman,NN,NA,NA,NA,g-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Syrphidae,Eristalinus,aeneus,Eristalinus aeneus,Eristalinus aeneus,0,140898,Species,NA,Aschiza,NA,NA,NA,Europe,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,10,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Syrphidae,Eristalis,tenax,Eristalis tenax,Eristalis tenax,0,140969,Species,1909,Syrphoidea,Wellington,Wellington,WN,Europe,Palearctic,Yes,polyphagous,Polyphagous,h/pc,Omnivore,15,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Anobiidae,Ernobius,mollis,Ernobius mollis,Ernobius mollis,0,696558,Species,1929,Bostrychoidea,Nelson,Nelson- Tasman,NN,NA,NA,NA,polyphagous,Polyphagous,herbivore,Herbivore,5,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Essigella,californica,Essigella californica,Essigella californica,0,NA,Species,1998,Aphidoidea,Auckland,Auckland,AK,NA,Nearctic,No,g-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Cicadellidae,Euacanthella,palustris,Euacanthella palustris,Euacanthella palustris,0,NA,Species,1956,Membracoidea,Auckland,Auckland,AK,Australia,Australasia,No,unknown,NA,herbivore,Herbivore,7,NA,NA,NA,"Edney-Browne, 2018",NA
Dermaptera,Anisolabididae,Euborellia,annulipes,Euborellia annulipes,Euborellia annulipes,0,186041,Species,1924,NA,Nelson,Nelson- Tasman,NN,NA,Cosmopolitan,Yes,polyphagous,Polyphagous,omnivore,Omnivore,13,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Eucallipterus,tiliae,Eucallipterus tiliae,Eucallipterus tiliae,0,NA,Species,1979,Aphidoidea,Palmerston North,Manawatu-Wanganui,WI,NA,NA,NA,g-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Coccidae,Eucalymnatus,NA,Eucalymnatus tessellatus,NA,NA,NA,Species,2015,NA,NA,Auckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,Confirmed in later MPI report,NA,NA,"Surveillance Magazine, 2016",NA
Hemiptera,Psyllidae,Eucalyptolyma,maideni,Eucalyptolyma maideni,Eucalyptolyma maideni,0,NA,Species,1996,Psylloidea,Auckland,Auckland,AK,Australia,Australasia,Yes,g-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Euceraphis,betulae,Euceraphis betulae,Euceraphis betulae,0,NA,Species,1957,Aphidoidea,Auckland,Auckland,AK,NA,Palearctic,Yes,monophagous,Monophagous,herbivore,Herbivore,3.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Anthribidae,Euciodes,suturalis,Euciodes suturalis,Euciodes suturalis,0,NA,Species,1924,Curculionoidea,Hastings,Hawke's Bay,HB,Australia,Australasia,No,oligophagous,Oligophagous,herbivore,Herbivore,2.6,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Pteromalidae,Eukoebelea,australiensis,Eukoebelea australiensis,Eukoebelea australiensis,0,NA,Species,2013,NA,Auckland,Auckland,AK,Australia,Australasia,No,g-oligophagous,Oligophagous,phytophagous?,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Eulachnus,brevipilosus,Eulachnus brevipilosus,Eulachnus brevipilosus,0,NA,Species,1985,Aphidoidea,Lincoln,Canterbury,MC,NA,NA,NA,g-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Syrphidae,Eumerus,strigatus,Eumerus strigatus,Eumerus strigatus,0,141234,Species,1934,Syrphoidea,Wanganui,Manawatu-Wanganui,WI,Europe,Palearctic,Yes,polyphagous,Polyphagous,saprophagous,Saprophagous,5,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Syrphidae,Eumerus,tuberculatus,Eumerus tuberculatus,Eumerus tuberculatus,0,141236,Species,1941,Syrphoidea,Nelson,Nelson- Tasman,NN,Europe,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Eupelmidae,Eupelmus,vesicularis,Eupelmus vesicularis,Eupelmus vesicularis,0,NA,Species,1964,NA,Nelson,Nelson- Tasman,NN,N. America & Europe,Holarctic,No,polyphagous,Polyphagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Agaonidae,Eupristina,NA,Eupristina verticillata,NA,NA,NA,Species,2016,NA,NA,Auckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surveillance Magazine, 2016",NA
Hemiptera,Cicadellidae,Eupteryx,melissae,Eupteryx melissae,Eupteryx melissae,0,NA,Species,1965,Membracoidea,Christchurch,Canterbury,MC,NA,Holarctic,No,polyphagous,Polyphagous,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Pseudococcidae,Eurycoccus,antiscius,Eurycoccus antiscius,Eurycoccus antiscius,0,NA,Species,1965,Coccoidea,Hutt Valley,Wellington,WN,Australia,Australasia,No,polyphagous,Polyphagous,herbivore,Herbivore,2.2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Colletidae,Euryglossina,hypochroma,Euryglossina hypochroma,Euryglossina hypochroma,0,716846,Species,2006,NA,Auckland,Auckland,AK,Australia,Australasia,No,f-oligophagous,Oligophagous,pollinator,Other,4,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Colletidae,Euryglossina,proctotrypoides,Euryglossina proctotrypoides,Euryglossina proctotrypoides,0,716856,Species,1942,NA,Seddon,Marlborough,MB,Australia,Australasia,No,f-oligophagous,Oligophagous,pollinator,Other,8,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Histeridae,Eurylister,carolinus,Eurylister carolinus,Eblisia carolinum,1,729071,Species,NA,Hydrophiloidea,NA,NA,NA,Australia,Australasia,No,NA,NA,predator,Predator,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Fanniidae,Euryomma,peregrinum,Euryomma peregrinum,Euryomma perigrinum,1,151319,Species,1946,Schizophora,Wellington,Wellington,WN,Pantropical,Cosmopolitan,Yes,polyphagous,Polyphagous,detritivore,Other,4,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Encyrtidae,Eusemion,cornigerum,Eusemion cornigerum,Eusemion cornigerum,0,NA,Species,1978,NA,Nelson,Nelson- Tasman,NN,NA,Palearctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Eutheia,schaumi,Eutheia schaumi,Eutheia schaumi,0,NA,Species,1972,Staphylinoidea,Winchmore,Canterbury,MC,Europe,Palearctic,No,NA,NA,pr?,Predator,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Carabidae,Euthenarus,bicolor,Euthenarus bicolor,Euthenarus bicolor,0,NA,Species,1945,NA,Auckland,Auckland,AK,Australia,Australasia,No,NA,NA,NA,NA,3.9,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Carabidae,Euthenarus,promptus,Euthenarus promptus,Euthenarus promptus,0,NA,Species,1950,NA,Nelson,Nelson- Tasman,NN,Australia,Australasia,No,polyphagous,Polyphagous,omnivore,Omnivore,5,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Depressariidae,Eutorna,phaulocosma,Eutorna phaulocosma,Eutorna phaulocosma,0,NA,Species,1936,Gelechioidea,Auckland,Auckland,AK,Australia,Australasia,No,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Stratiomyidae,Exaireta,spinigera,Exaireta spinigera,Exaireta spinigera,0,627919,Species,1922,Orthorrhapha,Whangerai,Northland,ND,Australia,Australasia,No,polyphagous,Polyphagous,saprophagous,Saprophagous,14,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Proctotrupidae,Exallonyx,trifoveatus,Exallonyx trifoveatus,Exallonyx trifoveatus,0,NA,Species,1941,NA,Auckland,Auckland,AK,C,Cosmopolitan,Yes,f-oligophagous,Oligophagous,parasitoid,Parasitoid,4,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Exomias,pellucidus,Exomias pellucidus,Exomias pellucidus,0,NA,Species,2010,Curculionoidea,Mosgiel,Otago,DN,Europe,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Fanniidae,Fannia,albitarsis,Fannia albitarsis,Fannia albitarsis,0,NA,Species,1950,NA,Auckland,Auckland,AK,S. America,Neotropic,Yes,polyphagous,Polyphagous,detritivore,Other,5,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Fanniidae,Fannia,canicularis,Fannia canicularis,Fannia canicularis,0,151350,Species,1921,NA,Wellington,Wellington,WN,Europe,Palearctic,Yes,polyphagous,Polyphagous,detritivore,Other,6,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Fanniidae,Fannia,NA,Fannia pusio,NA,NA,NA,Species,2015,NA,NA,Auckland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surveillance Magazine, 2015",NA
Diptera,Fanniidae,Fannia,scalaris,Fannia scalaris,Fannia scalaris,0,151462,Species,NA,Schizophora,NA,NA,NA,NA,NA,NA,polyphagous,Polyphagous,detritivore,Other,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Trichodectidae,Felicola,subrostratus,Felicola subrostratus,Felicola subrostratus,0,NA,Species,1850,Ischnocera,NA,NA,NA,C,Cosmopolitan,Yes,monophagous,Monophagous,parasite,Parasite,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Platygastridae,Fidiobia,citri,Fidiobia citri,Fidiobia citri,0,732040,Species,1976,NA,Auckland,Auckland,AK,NA,Neotropic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,0.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Floresianus,NA,Floresianus sordidus,NA,NA,NA,Species,1973,NA,NA,Hastings,NA,NA,NA,NA,NA,NA,NA,NA,NA,synonym: Floresianus sordidus,NA,NA,"Esson, 1975",NA
