order,family,genus,species,genus.species,original.species.name,name.changed...1.yes..0..no.,tsn,rank,year,super.family,town,NZ.region,nz.area.code,origin,ecozone,current.distribution.cosmopolitan.,phagy,phagy.main,feeding.type,feeding.main,size.mm.,comment,eradicated,Intentional_Release,source,vagrant
Hemiptera,Diaspididae,Lepidosaphes,pinnaeformis,Lepidosaphes pinnaeformis,Lepidosaphes pinnaeformis,0,NA,Species,1971,Coccoidea,Auckland,Auckland,AK,C,Cosmopolitan,Yes,polyphagous,Polyphagous,herbivore,Herbivore,1.3,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Diaspididae,Lepidosaphes,ulmi,Lepidosaphes ulmi,Lepidosaphes ulmi,0,200793,Species,1913,Coccoidea,Oamaru,Otago,DN,Europe,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Psychidae,Lepidoscia,heliochares,Lepidoscia heliochares,Lepidoscia heliochares,0,NA,Species,1974,NA,Henderson,Auckland,AK,Australia,Australasia,No,Detritus,Polyphagous,herbivore,Herbivore,20,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Psychidae,Lepidoscia,protorna,Lepidoscia protorna,Lepidoscia protorna,0,NA,Species,1978,NA,Auckland,Auckland,AK,Australia,Australasia,No,Detritus,Polyphagous,stored products,Stored Products,20,NA,NA,NA,"Edney-Browne, 2018",NA
Psocoptera,Trogiidae,Lepinotus,inquilinus,Lepinotus inquilinus,Lepinotus inquilinus,0,661131,Species,NA,NA,NA,NA,NA,C,Cosmopolitan,Yes,polyphagous,Polyphagous,stored products,Stored products,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Psocoptera,Trogiidae,Lepinotus,patruelis,Lepinotus patruelis,Lepinotus patruelis,0,661132,Species,NA,NA,NA,NA,NA,C,Cosmopolitan,Yes,polyphagous,Polyphagous,stored products,Stored products,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Zygentoma,Lepismatidae,Lepisma,NA,Lepisma saccharina,NA,NA,NA,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA
Coleoptera,Staphylinidae,Leptacinus,pusillus,Leptacinus pusillus,Leptacinus pusillus,0,NA,Species,1975,Staphylinoidea,Auckland,Auckland,AK,Europe,Palearctic,Yes,NA,NA,predator,Predator,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Miridae,Leptidolon,NA,Leptidolon galbanus,NA,NA,NA,Species,1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Origin Australia,NA,NA,"Weirauch, 2007",NA
Diptera,Sphaeroceridae,Leptocera,caenosa,Leptocera caenosa,Leptocera caenosa,0,145930,Species,1940,Schizophora,Auckland,Auckland,AK,NA,Cosmopolitan,Yes,polyphagous,Polyphagous,ca/cop,Carrion,3,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Oecophoridae,Leptocroca,sanguinolenta,Leptocroca sanguinolenta,Leptocroca sanguinolenta,0,NA,Species,1991,NA,Auckland,Auckland,AK,Australia,Australasia,No,g-oligophagous,Oligophagous,saprophagous,Saprophagous,20,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Figitidae,Leptopilina,heterotoma,Leptopilina heterotoma,Leptopilina heterotoma,0,NA,Species,1974,NA,Auckland,Auckland,AK,?,NA,NA,o-oligophagous,Oligophagous,parasitoid,Parasitoid,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Leptopius,robustus,Leptopius robustus,Leptopius robustus,0,NA,Species,1945,Curculionoidea,Kerikeri,Northland,ND,Australia,Australasia,No,NA,NA,herbivore,Herbivore,12,NA,NA,NA,"Edney-Browne, 2018",NA
Siphonaptera,Leptopsyllidae,Leptopsylla,segnis,Leptopsylla segnis,Leptopsylla segnis,0,NA,Species,1902,NA,Auckland,Auckland,AK,C,Cosmopolitan,Yes,o-oligophagous,Oligophagous,parasite,Parasite,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Leptostiba,NA,Leptostiba gentilis,NA,NA,NA,Species,NA,NA,NA,South Island (MC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA
Coleoptera,Staphylinidae,Leptostiba,politula,Leptostiba politula,Leptostiba politula,0,NA,Species,1943,Staphylinoidea,NA,NA,NA,Australia,Australasia,No,NA,NA,NA,NA,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Cecidomyiidae,Lestremia,cinerea,Lestremia cinerea,Lestremia cinerea,0,123057,Species,NA,Nematocera,NA,NA,NA,NA,Palearctic,No,NA,NA,NA,NA,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Cecidomyiidae,Lestremia,leucophaea,Lestremia leucophaea,Lestremia leucophaea,0,123065,Species,NA,Nematocera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Lyonetiidae,Leucoptera,spartifoliella,Leucoptera spartifoliella,Leucoptera spartifoliella,0,NA,Species,1950,Yponomeutoidea,Taupo,Waikato,TO,Europe,Palearctic,No,g-oligophagous,Oligophagous,herbivore,Herbivore,8,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Chloropidae,Lieparella,zentae,Lieparella zentae,Lieparella zentae,0,NA,Species,NA,Schizophora,NA,NA,NA,NA,Palearctic/Oriental,No,NA,NA,pc/pr,Parasite,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Ephydridae,Limnellia,maculipennis,Limnellia maculipennis,Limnellia maculipennis,0,NA,Species,1967,Schizophora,Auckland,Auckland,AK,Australia,Australasia,No,NA,NA,herbivore,Herbivore,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Chironomidae,Limnophyes,vestitus,Limnophyes vestitus,Limnophyes vestitus,0,NA,Species,NA,Nematocera,NA,NA,NA,Australia,Australasia,No,polyphagous,Polyphagous,detritivore,Other,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Thysanoptera,Thripidae,Limothrips,cerealium,Limothrips cerealium,Limothrips cerealium,0,695705,Species,1930,NA,Palmerston North,Manawatu-Wanganui,WI,W. Palearctic,Palearctic,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Lepidoptera,Tineidae,Lindera,tessellatella,Lindera tessellatella,Lindera tessellatella,0,NA,Species,1921,NA,Nelson,Nelson- Tasman,NN,C,Cosmopolitan,Yes,Detritus,Polyphagous,detritivore,Other,25,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Diaspididae,Lindingaspis,rossi,Lindingaspis rossi,Lindingaspis rossi,0,200795,Species,1912,Coccoidea,Hawks Bay,Hawke's Bay,HB,Australia,Australasia,Yes,polyphagous,Polyphagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Formicidae,Linepithema,humile,Linepithema humile,Linepithema humile,0,575041,Species,1990,NA,Auckland,Auckland,AK,Argentina,Neotropic,No,polyphagous,Polyphagous,predator,Predator,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Linogeraeus,urbanus,Linogeraeus urbanus,Linogeraeus urbanus,0,NA,Species,1975,Curculionoidea,Auckland,Auckland,AK,S. America,Neotropic,No,monophagous,Monophagous,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Linognathidae,Linognathus,ovillus,Linognathus ovillus,Linognathus ovillus,0,624663,Species,1906,Anoplura,South Island,NA,NA,C,Cosmopolitan,Yes,monophagous,Monophagous,parasite,Parasite,2,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Linognathidae,Linognathus,pedalis,Linognathus pedalis,Linognathus pedalis,0,624665,Species,1840,Anoplura,NA,NA,NA,C,Cosmopolitan,Yes,monophagous,Monophagous,parasite,Parasite,2,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Linognathidae,Linognathus,setosus,Linognathus setosus,Linognathus setosus,0,186066,Species,1970,Anoplura,Christchurch,Canterbury,MC,C,Cosmopolitan,Yes,monophagous,Monophagous,parasite,Parasite,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Linognathidae,Linognathus,stenopsis,Linognathus stenopsis,Linognathus stenopsis,0,624674,Species,1773,Anoplura,Marlborough Sounds,Marlborough,MB,C,Cosmopolitan,Yes,monophagous,Monophagous,parasite,Parasite,2,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Linognathidae,Linognathus,vituli,Linognathus vituli,Linognathus vituli,0,186067,Species,1917,Anoplura,Weraroa,Auckland,AK,C,Cosmopolitan,Yes,monophagous,Monophagous,parasite,Parasite,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Linosomus,NA,Linosomus socius,NA,NA,NA,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synonym: Xantholinus socius,NA,NA,unknown,NA
Hemiptera,Aphididae,Liosomaphis,berberidis,Liosomaphis berberidis,Liosomaphi berberidis,1,NA,Species,1944,Aphidoidea,Levin,Wellington,WN,NA,NA,NA,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Thysanoptera,Phlaeothripidae,Liothrips,vaneeckei,Liothrips vaneeckei,Liothrips vaneeckei,0,695943,Species,1940,NA,Stratford,Taranaki,TK,C/E. Asia?,Cosmopolitan,Yes,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Lipaphis,pseudobrassicae,Lipaphis pseudobrassicae,Lipaphis pseudobrassicae,0,NA,Species,1928,Aphidoidea,Palmerston North,Manawatu-Wanganui,WI,NA,NA,NA,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Philopteridae,Lipeurus,caponis,Lipeurus caponis,Lipeurus caponis,0,NA,Species,NA,Ischnocera,NA,NA,NA,Asia,Oriental,Yes,monophagous,Monophagous,parasite,Parasite,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Philopteridae,Lipeurus,maculosus,Lipeurus maculosus,Lipeurus maculosus maculosus,1,NA,Species,1842,Ischnocera,">1st loc AK,WN,CO & Canterbury",NA,NA,Asia,Oriental,Yes,monophagous,Monophagous,parasite,Parasite,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Psocoptera,Liposcelididae,Liposcelis,corrodens,Liposcelis corrodens,Liposcelis corrodens,0,661169,Species,NA,NA,NA,NA,NA,C,Cosmopolitan,Yes,polyphagous,Polyphagous,stored products,Stored products,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Agromyzidae,Liriomyza,brassicae,Liriomyza brassicae,Liriomyza brassicae,0,143942,Species,1975,Opomyzoidea,Nelson,Waikato,WO,NA,Cosmopolitan,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Agromyzidae,Liriomyza,chenopodii,Liriomyza chenopodii,Liriomyza chenopodii,0,NA,Species,1941,Opomyzoidea,Lincoln,Canterbury,MC,Australia,Australasia,No,f-oligophagous,Oligophagous,herbivore,Herbivore,1.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Listroderes,delaiguei,Listroderes delaiguei,Listroderes delaiguei,0,NA,Species,1931,Curculionoidea,D'Urville Is,Marlborough,MB,S. America,Neotropic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Listroderes,difficilis,Listroderes difficilis,Listroderes difficilis,0,619842,Species,1920,Curculionoidea,Wellington,Wellington,WN,S. America,Neotropic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,7,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Listroderes,foveatus,Listroderes foveatus,Listroderes foveatus,0,NA,Species,1950,Curculionoidea,New Plymouth,Taranaki,TK,S. America,Neotropic,Yes,NA,NA,herbivore,Herbivore,7,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Listronotus,NA,Listronotus bonariensis,NA,NA,NA,Species,1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA
Coleoptera,Mycetophagidae,Litargus,balteatus,Litargus balteatus,Litargus balteatus,0,187101,Species,1975,Tenebrionoidea,Auckland,Auckland,AK,N. America,Nearctic,Yes,polyphagous,Polyphagous,mycophagous,Mycophagous,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Mycetophagidae,Litargus,vestitus,Litargus vestitus,Litargus vestitus,0,187102,Species,1958,Tenebrionoidea,Auckland,Auckland,AK,Hawaii and Pacific Is.,Oceania,No,polyphagous,Polyphagous,mycophagous,Mycophagous,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Lithocharis,nigriceps,Lithocharis nigriceps,Lithocharis nigriceps,0,NA,Species,1975,Staphylinoidea,Palmerston North,Manawatu-Wanganui,WI,C,Cosmopolitan,Yes,polyphagous,Polyphagous,saprophagous,Saprophagous,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Lithocharis,ochracea,Lithocharis ochracea,Lithocharis ochracea,0,186484,Species,NA,Staphylinoidea,NA,NA,NA,NA,NA,NA,polyphagous,Polyphagous,omnivore,Omnivore,4,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Staphylinidae,Lithocharis,vilis,Lithocharis vilis,Lithocharis vilis,0,186485,Species,1975,Staphylinoidea,Auckland,Auckland,AK,S. America,Neotropic,Yes,NA,NA,saprophagous,Saprophagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Psocoptera,Pseudocaeciliidae,Lobocaecilius,monicus,Lobocaecilius monicus,Lobocaecilius monicus,0,NA,Species,2011,NA,NA,NA,NA,Hawaii,Oceania,No,polyphagous,Polyphagous,detritivore,Other,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Orthoptera,Acrididae,Locusta,migratoria,Locusta migratoria,Locusta migratoria,0,NA,Species,1920,NA,Nelson,Nelson- Tasman,NN,"Africa, Asia, Europe",Cosmopolitan,Yes,polyphagous,Polyphagous,herbivore,Herbivore,56,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Psychodidae,Logima,surcoufi,Logima surcoufi,Logima surcoufi,0,NA,Species,NA,Nematocera,NA,NA,NA,Europe,Palearctic,Yes,polyphagous,Polyphagous,sap/h/cop,Saprophagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Lonchopteridae,Lonchoptera,bifurcata,Lonchoptera bifurcata,Lonchoptera bifurcata,0,NA,Species,1916,NA,NA,NA,NA,N.America,Nearctic,Yes,polyphagous,Polyphagous,saprophagous,Saprophagous,3.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Chrysomelidae,Longitarsus,fuliginosus,Longitarsus fuliginosus,Longitarsus fuliginosus,0,NA,Species,1870,Chrysomeloidea,Tairua,Waikato,CL,NA,NA,NA,NA,NA,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Miridae,Lopus,decolor,Lopus decolor,Lopus decolor,0,106501,Species,1957,Miroidea,Pukekohe,Auckland,AK,Europe,Palearctic,Yes,polyphagous,Polyphagous,omnivore,Omnivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Calliphoridae,Lucilia,cuprina,Lucilia cuprina,Lucilia cuprina,0,NA,Species,1988,NA,Northland,Northland,ND,Australia,Australasia,Yes,polyphagous,Polyphagous,carrion,Carrion,7,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Calliphoridae,Lucilia,sericata,Lucilia sericata,Lucilia sericata,0,NA,Species,1872,NA,NA,NA,NA,NA,Cosmopolitan,Yes,polyphagous,Polyphagous,carrion,Carrion,12,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Sciaridae,Lycoriella,castanescens,Lycoriella castanescens,Lycoriella castanescens,0,NA,Species,NA,Nematocera,NA,NA,NA,NA,Palearctic,No,NA,NA,mycophagous,Mycophagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Sciaridae,Lycoriella,ingenua,Lycoriella ingenua,Lycoriella ingenua,0,NA,Species,NA,Nematocera,NA,NA,NA,NA,Cosmopolitan,Yes,NA,NA,mycophagous,Mycophagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Anthocoridae,Lyctocoris,campestris,Lyctocoris campestris,Lyctocoris campestris,0,107013,Species,1921,Cimicomorpha,Whanganiu,Manawatu-Wanganui,WI,N. Hemisphere,Cosmopolitan,Yes,polyphagous,Polyphagous,predator,Predator,3.5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Bostrichidae,Lyctus,brunneus,Lyctus brunneus,Lyctus brunneus,0,187475,Species,1903,Bostrichoidea,Gisborne,Gisborne,NA,N. America,Nearctic,No,polyphagous,Polyphagous,herbivore,Herbivore,5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Bostrichidae,Lyctus,carbonarius,Lyctus carbonarius,Lyctus planicollis,1,817431,Species,1927,Bostrichoidea,Nelson,Nelson- Tasman,NN,N. America,Nearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,5,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Bostrichidae,Lyctus,linearis,Lyctus linearis,Lyctus linearis,0,817358,Species,1940,Bostrichoidea,Auckland,Auckland,AK,Europe,Palearctic,Yes,polyphagous,Polyphagous,herbivore,Herbivore,5,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Braconidae,Lysiphlebus,testaceipes,Lysiphlebus testaceipes,Lysiphlebus testaceipes,0,NA,Species,1977,NA,Auckland,Auckland,AK,N. America & Europe,Holarctic,No,f-oligophagous,Oligophagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Thysanoptera,Phlaeothripidae,Macrophthalmothrips,argus,Macrophthalmothrips argus,Macrophthalmothrips argus,0,695970,Species,1962,NA,Taupo,Waikato,TO,Australia,Australasia,No,NA,NA,mycophagous,Mycophagous,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Macrosiphoniella,sanborni,Macrosiphoniella sanborni,Macrosiphoniella sanborni,0,200626,Species,1929,Aphidoidea,Palmerston North,Manawatu-Wanganui,WI,NA,NA,NA,g-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Macrosiphum,euphorbiae,Macrosiphum euphorbiae,Macrosiphum euphorbiae,0,200628,Species,1921,Aphidoidea,Wellington,Wellington,WN,NA,NA,NA,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Macrosiphum,hellebori,Macrosiphum hellebori,Macrosiphum hellebori,0,NA,Species,1968,Aphidoidea,Christchurch,Canterbury,MC,NA,NA,NA,g-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Macrosiphum,rosae,Macrosiphum rosae,Macrosiphum rosae,0,NA,Species,1921,Aphidoidea,Aramoho,Manawatu-Wanganui,WI,NA,NA,NA,polyphagous,Polyphagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Aphididae,Macrosiphum,stellariae,Macrosiphum stellariae,Macrosiphum stellariae,0,NA,Species,1983,Aphidoidea,Auckland,Auckland,AK,NA,NA,NA,f-oligophagous,Oligophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Cicadellidae,Macrosteles,fieberi,Macrosteles fieberi,Macrosteles fieberi,0,NA,Species,1972,Membracoidea,Canterbury,Canterbury,SC,N. America & Europe,Holarctic,No,unknown,NA,herbivore,Herbivore,3.4,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Anthocoridae,Macrotrachelia,nigronitens,Macrotrachelia nigronitens,Macrotrachelia nigronitens,0,717461,Species,2006,Cimicomorpha,Auckland,Auckland,AK,C. America,Neotropic,Yes,f-oligophagous,Oligophagous,predator,Predator,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Maleuterpes,spinipes,Maleuterpes spinipes,Maleuterpes spinipes,0,NA,Species,1935,Curculionoidea,Kerikeri,Northland,ND,Australia,Australasia,No,polyphagous,Polyphagous,herbivore,Herbivore,2.3,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Lycidae,Malthodes,pumilus,Malthodes pumilus,Malthodes pumilus,0,NA,Species,1941,Elateroidea,Christchurch,Canterbury,MC,Europe,Palearctic,No,polyphagous,Polyphagous,predator,Predator,2.5,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Cecidomyiidae,Mayetiola,destructor,Mayetiola destructor,Mayetiola destructor,0,124082,Species,1870,Nematocera,NA,NA,NA,Asia,Oriental,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,3,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Formicidae,Mayriella,abstinens,Mayriella abstinens,Mayriella abstinens,0,579788,Species,1957,NA,Auckland,Auckland,AK,Australia,Australasia,No,polyphagous,Polyphagous,predator,Predator,1,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Curculionidae,Mecinus,pascuorum,Mecinus pascuorum,Mecinus pascuorum,0,NA,Species,NA,Curculionoidea,NA,NA,NA,Europe,Palearctic,Yes,monophagous,Monophagous,herbivore,Herbivore,2,NA,NA,NA,"Edney-Browne, 2018",NA
Coleoptera,Carabidae,Mecyclothorax,ambiguus,Mecyclothorax ambiguus,Mecyclothorax ambiguus,0,NA,Species,1976,NA,Auckland,Auckland,AK,Australia,Australasia,No,NA,NA,predator,Predator,4.5,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Rhyparochromidae,Megadrymus,terraereginae,Megadrymus terraereginae,Megadrymus terraereginae,0,NA,Species,2006,NA,Auckland,Auckland,AK,Australia,Australasia,No,monophagous,Monophagous,herbivore,Herbivore,6,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Miridae,Megaloceroea,recticornis,Megaloceroea recticornis,Megaloceroea recticornis,0,105578,Species,1942,Cimicomorpha,Nelson,Nelson- Tasman,NN,Europe,Palearctic,Yes,f-oligophagous,Oligophagous,herbivore,Herbivore,10,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Phoridae,Megaselia,curtineura,Megaselia curtineura,Megaselia curtineura,0,NA,Species,NA,Aschiza,NA,NA,NA,Oriental?Afrotropical?,Cosmopolitan,Yes,polyphagous,Polyphagous,saprophagous,Saprophagous,2,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Phoridae,Megaselia,halterata,Megaselia halterata,Megaselia halterata,0,139353,Species,1967,Aschiza,Hamilton,Waikato,WO,C,Cosmopolitan,Yes,NA,NA,mycophagous,Mycophagous,2,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Phoridae,Megaselia,impariseta,Megaselia impariseta,Megaselia impariseta,0,NA,Species,1923,Aschiza,Christchurch,Canterbury,MC,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Phoridae,Megaselia,rufipes,Megaselia rufipes,Megaselia rufipes,0,139474,Species,1949,Aschiza,Auckland,Auckland,AK,Europe,Palearctic,Yes,polyphagous,Polyphagous,sap/detritus,Saprophagous,2,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Phoridae,Megaselia,scalaris,Megaselia scalaris,Megaselia scalaris,0,139476,Species,NA,Aschiza,NA,NA,NA,N. America,Nearctic,Yes,polyphagous,Polyphagous,omnivore,Omnivore,1,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Phoridae,Megaselia,spiracularis,Megaselia spiracularis,Megaselia spiracularis,0,NA,Species,NA,Aschiza,NA,NA,NA,"Japan, Malaysia, Taiwan",Oriental,No,polyphagous,Polyphagous,pc/ca,Parasite,2,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Torymidae,Megastigmus,aculeatus,Megastigmus aculeatus,Megastigmus aculeatus,0,NA,Species,1961,NA,Canterbury,Canterbury,MC,Europe,Palearctic,No,g-oligophagous,Oligophagous,phytophagous-seed predator,Herbivore,4,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Torymidae,Megastigmus,spermotrophus,Megastigmus spermotrophus,Megastigmus spermotrophus,0,NA,Species,1925,NA,Tapanui,Otago,CO,NA,Nearctic,No,monophagous,Monophagous,phytophagous-seed predator,Herbivore,4,NA,NA,NA,"Edney-Browne, 2018",NA
Hemiptera,Alydidae,Melanacanthus,NA,Melanacanthus margineguttatus,NA,NA,NA,Species,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA
Hemiptera,Aphididae,Melaphis,rhois,Melaphis rhois,Melaphis rhois,0,NA,Species,NA,Aphidoidea,NA,NA,NA,NA,NA,NA,monophagous,Monophagous,herbivore,Herbivore,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Eulophidae,Melittobia,acasta,Melittobia acasta,Melittobia acasta,0,NA,Species,1987,NA,Canterbury,Canterbury,MC,C,Cosmopolitan,Yes,polyphagous,Polyphagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Eulophidae,Melittobia,australica,Melittobia australica,Melittobia australica,0,NA,Species,1980,NA,Wellington,Wellington,WN,C,Cosmopolitan,Yes,polyphagous,Polyphagous,parasitoid,Parasitoid,1,NA,NA,NA,"Edney-Browne, 2018",NA
Hymenoptera,Eulophidae,Melittobia,hawaiiensis,Melittobia hawaiiensis,Melittobia hawaiiensis,0,NA,Species,NA,NA,NA,NA,NA,C,Cosmopolitan,Yes,polyphagous,Polyphagous,parasitoid,Parasitoid,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Diptera,Hippoboscidae,Melophagus,ovinus,Melophagus ovinus,Melophagus ovinus,0,152659,Species,1896,NA,NA,NA,NA,Europe,Palearctic,Yes,monophagous,Monophagous,parasite,Parasite,5,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Menoponidae,Menacanthus,eurysternus,Menacanthus eurysternus,Menacanthus eurysternus,0,NA,Species,NA,Amblycera,NA,NA,NA,C,Cosmopolitan,Yes,polyphagous,Polyphagous,parasite,Parasite,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Menoponidae,Menacanthus,pallidulus,Menacanthus pallidulus,Menacanthus pallidulus,0,NA,Species,1814,Amblycera,NA,NA,NA,SE Asia,Oriental,Yes,g-oligophagus,Oligophagous,parasite,Parasite,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Menoponidae,Menacanthus,stramineus,Menacanthus stramineus,Menacanthus stramineus,0,NA,Species,NA,Amblycera,NA,NA,NA,C,Cosmopolitan,Yes,o-oligaphagous,Oligophagous,parasite,Parasite,NA,NA,NA,NA,"Edney-Browne, 2018",NA
Phthiraptera,Menoponidae,Menopon,gallinae,Menopon gallinae,Menopon gallinae,0,NA,Species,1814,Amblycera,NA,NA,NA,SE Asia,Oriental,Yes,g-oligophagus,Oligophagous,parasite,Parasite,NA,NA,NA,NA,"Edney-Browne, 2018",NA
